model,year,price,total_km,hp,box,body,drive,fuel,location
Nissan X-Trail,2008,475000.0,175658.0,137.0,CVT, внедорожник, полный, бензин,Чувашская Республика
Ford Focus,2012,685000.0,143000.0,125.0,MT, седан, передний, бензин,Челябинская область
Kia Rio,2014,695000.0,143000.0,123.0,MT, седан, передний, бензин,Краснодарский край
Mazda Demio,2017,850000.0,52000.0,105.0,MT, хетчбэк, передний, дизель,Приморский край
Opel Corsa,2012,488000.0,119000.0,85.0,MT, хетчбэк, передний, бензин,Республика Татарстан
Toyota 4Runner,1992,570000.0,250000.0,143.0,MT, внедорожник, полный, бензин,Москва
Opel Astra,2008,525000.0,147882.0,140.0,AT, хетчбэк, передний, бензин,Москва
Chevrolet Aveo,2014,595000.0,162363.0,115.0,AT, хетчбэк, передний, бензин,Белгородская область
Ford Focus,2009,465000.0,159000.0,145.0,AT, хетчбэк, передний, бензин,Москва
FAW Besturn X40,2021,690000.0,40.0,108.0,AT, внедорожник, передний, бензин,Москва
Nissan Murano,2006,470000.0,146278.0,231.0,CVT, внедорожник, полный, бензин,Тамбовская область
Ford Focus,2018,625000.0,103400.0,105.0,MT, универсал, передний, бензин,Санкт-Петербург
Opel Zafira,2011,599000.0,146000.0,140.0,AMT, минивэн, передний, бензин,Москва
Volkswagen Polo,2019,996000.0,33000.0,110.0,MT, седан, передний, бензин,Республика Коми
Kia Rio,2014,675000.0,65200.0,123.0,MT, седан, передний, бензин,Владимирская область
Toyota Avensis,2007,635000.0,255000.0,147.0,AT, седан, передний, бензин,Челябинская область
Nissan Patrol,2002,900000.0,195043.0,158.0,MT, внедорожник, полный, дизель,Москва
Renault Grand Scenic,2013,549900.0,184000.0,110.0,MT, минивэн, передний, дизель,Новгородская область
Ford Mondeo,2012,680000.0,160000.0,200.0,AMT, седан, передний, бензин,Московская область
Jaguar XF,2008,600000.0,130000.0,298.0,AT, седан, задний, бензин,Республика Татарстан
ВАЗ (LADA) Vesta,2021,829900.0,1.0,106.0,MT, седан, передний, бензин,Белгородская область
Great Wall Hover H3,2011,550000.0,152000.0,122.0,MT, внедорожник, полный, бензин,Архангельская область
Chevrolet Cruze,2014,725000.0,107000.0,141.0,AT, хетчбэк, передний, бензин,Ростовская область
Mercedes-Benz GLK-класс,2010,965000.0,184000.0,170.0,AT, внедорожник, полный, дизель,Санкт-Петербург
Renault Logan,2018,640000.0,39000.0,82.0,MT, седан, передний, бензин,Ростовская область
УАЗ Pickup,2017,605000.0,37000.0,135.0,MT, пикап, полный, бензин,Тюменская область
Hyundai Solaris,2016,777000.0,135101.0,123.0,MT, седан, передний, бензин,Челябинская область
ГАЗ ГАЗель 3302,2016,555000.0,347000.0,107.0,MT, фургон, задний, бензин,Кемеровская область
Opel Zafira,2013,635000.0,174000.0,140.0,AMT, минивэн, передний, бензин,Воронежская область
Subaru XV,2018,947230.0,50000.0,114.0,CVT, хетчбэк, полный, бензин,Приморский край
LADA Largus,2016,740000.0,99000.0,102.0,MT, универсал, передний, бензин,Липецкая область
Suzuki Swift,2018,830000.0,87000.0,91.0,CVT, хетчбэк, передний, бензин,Приморский край
BMW X3,2008,799900.0,144000.0,177.0,AT, внедорожник, полный, дизель,Новгородская область
Nissan Note,2012,880000.0,48877.0,110.0,AT, хетчбэк, передний, бензин,Ленинградская область
Ford Mondeo,2012,687000.0,190000.0,200.0,AMT, седан, передний, бензин,Республика Башкортостан
SsangYong Actyon,2011,649500.0,160100.0,149.0,AT, внедорожник, полный, дизель,Саратовская область
Renault Duster,2012,730000.0,93000.0,102.0,MT, внедорожник, полный, бензин,Волгоградская область
Skoda Rapid,2017,770000.0,91900.0,90.0,MT, хетчбэк, передний, бензин,Республика Татарстан
Opel Antara,2010,638000.0,170000.0,227.0,AT, внедорожник, полный, бензин,Оренбургская область
Kia Rio,2013,750000.0,150000.0,123.0,AT, седан, передний, бензин,Москва
Kia Rio,2013,875000.0,57700.0,123.0,AT, хетчбэк, передний, бензин,Тверская область
Audi A6,2005,469000.0,283833.0,255.0,CVT, седан, передний, бензин,Республика Башкортостан
Opel Astra,2011,530000.0,195000.0,140.0,AT, универсал, передний, бензин,Москва
Kia Cerato,2011,635000.0,139000.0,126.0,MT, седан, передний, бензин,Брянская область
Hyundai Solaris,2011,619000.0,42500.0,123.0,MT, седан, передний, бензин,Москва
Hyundai Solaris,2015,750000.0,90270.0,123.0,AT, седан, передний, бензин,Тульская область
Nissan X-Trail,2008,751000.0,256344.0,140.0,MT, внедорожник, полный, бензин,Москва
Volkswagen Passat,2011,825000.0,162258.0,152.0,MT, седан, передний, бензин,Самарская область
Renault Logan Stepway,2019,909000.0,91049.0,113.0,CVT, седан, передний, бензин,Краснодарский край
Audi A3,2013,929000.0,142000.0,122.0,AMT, хетчбэк, передний, бензин,Санкт-Петербург
Hyundai Santa Fe,2008,480000.0,240000.0,112.0,MT, внедорожник, полный, дизель,Республика Крым
Nissan Note,2017,820000.0,68000.0,80.0,AT, хетчбэк, передний, гибрид,Приморский край
Mazda 6,2008,590000.0,190000.0,120.0,MT, хетчбэк, передний, бензин,Вологодская область
ВАЗ (LADA) Kalina,2014,499000.0,56502.0,106.0,MT, универсал, передний, бензин,Самарская область
УАЗ Patriot,2016,790000.0,53000.0,135.0,MT, внедорожник, полный, бензин,Ставропольский край
Mitsubishi ASX,2013,945000.0,89000.0,117.0,MT, внедорожник, передний, бензин,Нижегородская область
BMW 5 серия,2006,730000.0,203000.0,258.0,AT, седан, задний, бензин,Челябинская область
Ford Ranger,2007,600000.0,244000.0,143.0,MT, пикап, полный, дизель,Вологодская область
Kia Sportage,2013,960000.0,206000.0,150.0,AT, внедорожник, передний, бензин,Республика Татарстан
Hyundai Elantra,2009,499000.0,149000.0,122.0,MT, седан, передний, бензин,Республика Коми
Volkswagen Transporter,2002,790000.0,111111.0,102.0,MT, фургон, передний, дизель,Владимирская область
Skoda Roomster,2012,550000.0,98332.0,105.0,MT, минивэн, передний, бензин,Санкт-Петербург
Renault Sandero Stepway,2017,750000.0,37379.0,82.0,MT, хетчбэк, передний, бензин,Удмуртская Республика
LADA Granta,2018,615000.0,58200.0,106.0,MT, хетчбэк, передний, бензин,Саратовская область
